Date,Open,High,Low,Close,Adj Close,Volume
2023-07-05,191.57000732421875,192.97999572753906,190.6199951171875,191.3300018310547,189.6817626953125,46920300
2023-07-06,189.83999633789062,192.02000427246094,189.1999969482422,191.80999755859375,190.15762329101562,45094300
2023-07-07,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,189.03733825683594,46778000
2023-07-10,189.25999450683594,189.99000549316406,187.0399932861328,188.61000061035156,186.98519897460938,59922200
2023-07-11,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,186.4597625732422,46638100
2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246094,188.1352081298828,60750200
2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,188.89854431152344,41342300
2023-07-14,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,189.0472869873047,41573900
2023-07-17,191.89999389648438,194.32000732421875,191.80999755859375,193.99000549316406,192.31883239746094,50520200
2023-07-18,193.35000610351562,194.3300018310547,192.4199981689453,193.72999572753906,192.0610809326172,48353800
2023-07-19,193.10000610351562,198.22999572753906,192.64999389648438,195.10000610351562,193.41928100585938,80507300
2023-07-20,195.08999633789062,196.47000122070312,192.5,193.1300048828125,191.46624755859375,59581200
2023-07-21,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,190.2864990234375,71917800
2023-07-24,193.41000366210938,194.91000366210938,192.25,192.75,191.0895233154297,45377800
2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,191.9520263671875,37283200
2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,192.82444763183594,47471900
2023-07-27,196.02000427246094,197.1999969482422,192.5500030517578,193.22000122070312,191.55548095703125,47460200
2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,194.1429901123047,48291400
2023-07-31,196.05999755859375,196.49000549316406,195.25999450683594,196.4499969482422,194.75762939453125,38824100
2023-08-01,196.24000549316406,196.72999572753906,195.27999877929688,195.61000061035156,193.92489624023438,35175100
2023-08-02,195.0399932861328,195.17999267578125,191.85000610351562,192.5800018310547,190.92098999023438,50389300
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,189.5231475830078,61235200
2023-08-04,185.52000427246094,187.3800048828125,181.9199981689453,181.99000549316406,180.4222412109375,115799700
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,177.3092498779297,97576100
2023-08-08,179.69000244140625,180.27000427246094,177.5800018310547,179.8000030517578,178.25108337402344,67823000
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,176.6549530029297,60378500
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.97000122070312,176.43685913085938,54686900
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,176.49639892578125,51988100
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,178.15426635742188,43675600
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,176.1588897705078,43622600
2023-08-16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,175.28529357910156,46964900
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,174.0,172.73399353027344,66062900
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,173.22042846679688,61114200
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,174.5605926513672,46311900
2023-08-22,177.05999755859375,177.67999267578125,176.25,177.22999572753906,175.94049072265625,42084200
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,179.8021697998047,52722800
2023-08-24,180.6699981689453,181.10000610351562,176.00999450683594,176.3800048828125,175.0966796875,54945800
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,177.31045532226562,51449600
2023-08-28,180.08999633789062,180.58999633789062,178.5500030517578,180.19000244140625,178.8789520263672,43820700
2023-08-29,179.6999969482422,184.89999389648438,179.5,184.1199951171875,182.78036499023438,53003900
2023-08-30,184.94000244140625,187.85000610351562,184.74000549316406,187.64999389648438,186.28466796875,60813900
2023-08-31,187.83999633789062,189.1199951171875,187.47999572753906,187.8699951171875,186.5030517578125,60794500
2023-09-01,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,188.0814971923828,45732600
2023-09-05,188.27999877929688,189.97999572753906,187.61000061035156,189.6999969482422,188.31976318359375,45280000
2023-09-06,188.39999389648438,188.85000610351562,181.47000122070312,182.91000366210938,181.5791473388672,81755800
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,176.26808166503906,112488800
2023-09-08,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,176.88357543945312,65551300
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,178.05499267578125,58953100
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,175.0172576904297,90370200
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,172.9424591064453,84267900
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.74000549316406,174.46133422851562,60895800
2023-09-15,176.47999572753906,176.5,173.82000732421875,175.00999450683594,173.7366180419922,109205100
2023-09-18,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,176.67510986328125,67257600
2023-09-19,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,177.76710510253906,51826900
2023-09-20,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,174.21316528320312,58436200
2023-09-21,174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,172.66448974609375,63047900
2023-09-22,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,173.5182342529297,56725400
2023-09-25,174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,174.79884338378906,46172700
2023-09-26,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,170.70883178710938,64588900
2023-09-27,172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,169.18995666503906,66921800
2023-09-28,169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,169.4480743408203,56294400
2023-09-29,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,169.96432495117188,51814200
2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.75,172.48580932617188,52164500
2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,171.1456298828125,49594600
2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,172.39645385742188,53020300
2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,173.6373748779297,48527900
2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,176.19859313964844,57224100
2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,177.68768310546875,42390800
2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,177.09202575683594,43698000
2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,178.4917755126953,47551100
2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,179.39517211914062,56743100
2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,177.54869079589844,51427100
2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,177.41964721679688,52517000
2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,175.86105346679688,57549400
2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,174.5605926513672,54764400
2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,174.18336486816406,59302900
2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,171.62216186523438,64189300
2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173.0,171.74127197265625,55980100
2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,172.1780548095703,43816600
2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,169.8551025390625,57157000
2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,165.6757049560547,70625300
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,166.9960479736328,58499100
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,169.0509796142578,51131000
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,169.52749633789062,44846000
2023-11-01,171.0,174.22999572753906,170.1199951171875,173.97000122070312,172.70419311523438,56934900
2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,176.27801513671875,77334800
2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,175.3647003173828,79763700
2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,177.92593383789062,63841300
2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,180.4971160888672,70530000
2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,181.55931091308594,49340300
2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,181.0828094482422,53763500
2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,185.2875518798828,66133400
2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,183.6970977783203,43627500
2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,186.32135009765625,60108400
2023-11-15,187.85000610351562,189.5,187.77999877929688,188.00999450683594,186.88792419433594,53790500
2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.7100067138672,188.57781982421875,54412900
2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,188.5579071044922,50922700
2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,190.30740356445312,46505100
2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,189.50225830078125,38134500
2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,190.1682586669922,39617700
2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,188.8362274169922,24048300
2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,188.6573028564453,40552600
2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,189.263671875,38415400
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,188.23980712890625,43014200
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,188.81637573242188,48794400
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,190.0986785888672,45679300
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,188.29945373535156,43389500
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,192.26565551757812,66628400
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,191.17222595214844,41089700
2023-12-07,193.6300048828125,195.0,193.58999633789062,194.27000427246094,193.11058044433594,47477700
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,194.54200744628906,53377300
2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,192.027099609375,60943700
2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,193.54795837402344,52696900
2023-12-13,195.08999633789062,198.0,194.85000610351562,197.9600067138672,196.778564453125,70404200
2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,196.92767333984375,66831600
2023-12-15,197.52999877929688,198.39999389648438,197.0,197.57000732421875,196.39089965820312,128256700
2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,194.72091674804688,55751900
2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,195.7646484375,40714100
2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,193.667236328125,52242800
2023-12-21,196.10000610351562,197.0800018310547,193.5,194.67999267578125,193.5181427001953,46482500
2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.60000610351562,192.444580078125,37122800
2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,191.8978729248047,28919300
2023-12-27,192.49000549316406,193.5,191.08999633789062,193.14999389648438,191.9972686767578,48087700
2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.5800018310547,192.42471313476562,34049900
2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.52999877929688,191.38096618652344,42628800
2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.63999938964844,184.53207397460938,82488700
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,183.15037536621094,58414500
2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,180.8243408203125,71983600
2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,180.0987091064453,62303300
